directorio,secuencia_p,orden,clase,mes,p6210,p6920,fex_c,npersug,li,lp,ingreso_lab_persona,arriendo,ingreso_nolab_persona,informal,ingreso_lab_person_informal,ingreso_lab_hog,ingreso_nolab_hog,ingreso_lab_hog_informal,informal_hog,porcen_informalidad,ingreso_nolab_hog_arr,ingpcug_escenarios,pobre_escenarios,max_educacion,categoria_edu
4804920.0,1.0,1.0,1,1.0,4.0,2.0,43.80513067729762,3.0,144337.0386,324974.42396936,150000.0,0.0,50000.0,1.0,150000.0,150000.0,50000.0,150000.0,1.0,100.0,50000.0,66666.664,1.0,4.0,Bajo
4804920.0,1.0,3.0,1,1.0,2.0,,43.80513067729762,3.0,144337.0386,324974.42396936,0.0,0.0,0.0,0.0,0.0,150000.0,50000.0,150000.0,1.0,100.0,50000.0,66666.664,1.0,4.0,Bajo
4804920.0,1.0,2.0,1,1.0,4.0,,43.80513067729762,3.0,144337.0386,324974.42396936,0.0,0.0,0.0,0.0,0.0,150000.0,50000.0,150000.0,1.0,100.0,50000.0,66666.664,1.0,4.0,Bajo
4805083.0,1.0,4.0,1,1.0,3.0,,264.479461965241,4.0,170410.3565,447526.074963947,0.0,0.0,0.0,0.0,0.0,1506000.0,0.0,150000.0,1.0,9.960159,0.0,376500.0,1.0,6.0,Alto
4805083.0,1.0,3.0,1,1.0,4.0,,264.479461965241,4.0,170410.3565,447526.074963947,0.0,0.0,0.0,0.0,0.0,1506000.0,0.0,150000.0,1.0,9.960159,0.0,376500.0,1.0,6.0,Alto
4805083.0,1.0,2.0,1,1.0,6.0,2.0,264.479461965241,4.0,170410.3565,447526.074963947,150000.0,0.0,0.0,1.0,150000.0,1506000.0,0.0,150000.0,1.0,9.960159,0.0,376500.0,1.0,6.0,Alto
4805083.0,1.0,1.0,1,1.0,5.0,1.0,264.479461965241,4.0,170410.3565,447526.074963947,1356000.0,0.0,0.0,0.0,0.0,1506000.0,0.0,150000.0,1.0,9.960159,0.0,376500.0,1.0,6.0,Alto
4805306.0,1.0,2.0,1,1.0,4.0,,25.456946753679045,4.0,139391.7072,353437.820954533,0.0,0.0,0.0,0.0,0.0,3466666.625,0.0,0.0,0.0,0.0,0.0,866666.6,0.0,6.0,Alto
4805306.0,1.0,3.0,1,1.0,3.0,,25.456946753679045,4.0,139391.7072,353437.820954533,0.0,0.0,0.0,0.0,0.0,3466666.625,0.0,0.0,0.0,0.0,0.0,866666.6,0.0,6.0,Alto
4805306.0,1.0,1.0,1,1.0,6.0,1.0,25.456946753679045,4.0,139391.7072,353437.820954533,1950000.0,0.0,0.0,0.0,0.0,3466666.625,0.0,0.0,0.0,0.0,0.0,866666.6,0.0,6.0,Alto
4805306.0,1.0,4.0,1,1.0,6.0,1.0,25.456946753679045,4.0,139391.7072,353437.820954533,1516666.6,0.0,0.0,0.0,0.0,3466666.625,0.0,0.0,0.0,0.0,0.0,866666.6,0.0,6.0,Alto
4805354.0,1.0,2.0,1,1.0,5.0,2.0,20.793114411855147,5.0,168976.6891,430671.725781873,800000.0,0.0,0.0,1.0,800000.0,2150000.0,0.0,2150000.0,4.0,100.0,0.0,430000.0,1.0,6.0,Alto
4805354.0,1.0,4.0,1,1.0,5.0,2.0,20.793114411855147,5.0,168976.6891,430671.725781873,0.0,0.0,0.0,1.0,0.0,2150000.0,0.0,2150000.0,4.0,100.0,0.0,430000.0,1.0,6.0,Alto
4805354.0,1.0,1.0,1,1.0,4.0,2.0,20.793114411855147,5.0,168976.6891,430671.725781873,1350000.0,0.0,0.0,1.0,1350000.0,2150000.0,0.0,2150000.0,4.0,100.0,0.0,430000.0,1.0,6.0,Alto
4805354.0,1.0,5.0,1,1.0,3.0,,20.793114411855147,5.0,168976.6891,430671.725781873,0.0,0.0,0.0,0.0,0.0,2150000.0,0.0,2150000.0,4.0,100.0,0.0,430000.0,1.0,6.0,Alto
4805354.0,1.0,3.0,1,1.0,6.0,2.0,20.793114411855147,5.0,168976.6891,430671.725781873,0.0,0.0,0.0,1.0,0.0,2150000.0,0.0,2150000.0,4.0,100.0,0.0,430000.0,1.0,6.0,Alto
4805417.0,1.0,2.0,1,1.0,6.0,2.0,10.01634212997119,2.0,168976.6891,430671.725781873,3000000.0,0.0,0.0,1.0,3000000.0,5250000.0,0.0,3000000.0,1.0,57.142857,0.0,2625000.0,0.0,6.0,Alto
4805417.0,1.0,1.0,1,1.0,6.0,1.0,10.01634212997119,2.0,168976.6891,430671.725781873,2250000.0,0.0,0.0,0.0,0.0,5250000.0,0.0,3000000.0,1.0,57.142857,0.0,2625000.0,0.0,6.0,Alto
4805625.0,1.0,2.0,1,1.0,3.0,,14.284175293712257,3.0,133470.2849,356407.678416727,0.0,500000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,500000.0,500000.0,0.0,6.0,Alto
4805625.0,1.0,1.0,1,1.0,6.0,1.0,14.284175293712257,3.0,133470.2849,356407.678416727,1000000.0,500000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,500000.0,500000.0,0.0,6.0,Alto
4805625.0,1.0,3.0,1,1.0,3.0,,14.284175293712257,3.0,133470.2849,356407.678416727,0.0,500000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,500000.0,500000.0,0.0,6.0,Alto
4805935.0,1.0,6.0,1,1.0,5.0,2.0,16.72245596848469,12.0,131127.0605,326428.657800155,700000.0,0.0,0.0,1.0,700000.0,3500000.0,0.0,3500000.0,6.0,100.0,0.0,291666.66,1.0,6.0,Alto
4805935.0,1.0,10.0,1,1.0,3.0,,16.72245596848469,12.0,131127.0605,326428.657800155,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,3500000.0,6.0,100.0,0.0,291666.66,1.0,6.0,Alto
4805935.0,1.0,2.0,1,1.0,6.0,2.0,16.72245596848469,12.0,131127.0605,326428.657800155,500000.0,0.0,0.0,1.0,500000.0,3500000.0,0.0,3500000.0,6.0,100.0,0.0,291666.66,1.0,6.0,Alto
4805935.0,1.0,8.0,1,1.0,1.0,,16.72245596848469,12.0,131127.0605,326428.657800155,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,3500000.0,6.0,100.0,0.0,291666.66,1.0,6.0,Alto
4805935.0,1.0,4.0,1,1.0,,,16.72245596848469,12.0,131127.0605,326428.657800155,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,3500000.0,6.0,100.0,0.0,291666.66,1.0,6.0,Alto
4805935.0,1.0,12.0,1,1.0,5.0,,16.72245596848469,12.0,131127.0605,326428.657800155,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,3500000.0,6.0,100.0,0.0,291666.66,1.0,6.0,Alto
4805935.0,1.0,3.0,1,1.0,5.0,,16.72245596848469,12.0,131127.0605,326428.657800155,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,3500000.0,6.0,100.0,0.0,291666.66,1.0,6.0,Alto
4805935.0,1.0,1.0,1,1.0,3.0,2.0,16.72245596848469,12.0,131127.0605,326428.657800155,700000.0,0.0,0.0,1.0,700000.0,3500000.0,0.0,3500000.0,6.0,100.0,0.0,291666.66,1.0,6.0,Alto
4805935.0,1.0,5.0,1,1.0,4.0,2.0,16.72245596848469,12.0,131127.0605,326428.657800155,400000.0,0.0,0.0,1.0,400000.0,3500000.0,0.0,3500000.0,6.0,100.0,0.0,291666.66,1.0,6.0,Alto
4805935.0,1.0,9.0,1,1.0,6.0,2.0,16.72245596848469,12.0,131127.0605,326428.657800155,600000.0,0.0,0.0,1.0,600000.0,3500000.0,0.0,3500000.0,6.0,100.0,0.0,291666.66,1.0,6.0,Alto
4805935.0,1.0,11.0,1,1.0,1.0,,16.72245596848469,12.0,131127.0605,326428.657800155,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,3500000.0,6.0,100.0,0.0,291666.66,1.0,6.0,Alto
4805935.0,1.0,7.0,1,1.0,6.0,2.0,16.72245596848469,12.0,131127.0605,326428.657800155,600000.0,0.0,0.0,1.0,600000.0,3500000.0,0.0,3500000.0,6.0,100.0,0.0,291666.66,1.0,6.0,Alto
4806440.0,1.0,2.0,1,1.0,5.0,2.0,10.066199793152437,5.0,148526.9321,405559.56200913293,250000.0,0.0,0.0,1.0,250000.0,1238453.0,0.0,250000.0,1.0,20.186474,0.0,247690.6,1.0,5.0,Medio
4806440.0,1.0,1.0,1,1.0,5.0,1.0,10.066199793152437,5.0,148526.9321,405559.56200913293,988453.0,0.0,0.0,0.0,0.0,1238453.0,0.0,250000.0,1.0,20.186474,0.0,247690.6,1.0,5.0,Medio
4806440.0,1.0,5.0,1,1.0,1.0,,10.066199793152437,5.0,148526.9321,405559.56200913293,0.0,0.0,0.0,0.0,0.0,1238453.0,0.0,250000.0,1.0,20.186474,0.0,247690.6,1.0,5.0,Medio
4806440.0,1.0,4.0,1,1.0,3.0,,10.066199793152437,5.0,148526.9321,405559.56200913293,0.0,0.0,0.0,0.0,0.0,1238453.0,0.0,250000.0,1.0,20.186474,0.0,247690.6,1.0,5.0,Medio
4806440.0,1.0,3.0,1,1.0,4.0,,10.066199793152437,5.0,148526.9321,405559.56200913293,0.0,0.0,0.0,0.0,0.0,1238453.0,0.0,250000.0,1.0,20.186474,0.0,247690.6,1.0,5.0,Medio
4806462.0,1.0,3.0,1,1.0,4.0,,11.797727913667659,5.0,148526.9321,405559.56200913293,0.0,0.0,400000.0,0.0,0.0,1100000.0,400000.0,1100000.0,2.0,100.0,400000.0,300000.0,1.0,4.0,Bajo
4806462.0,1.0,2.0,1,1.0,4.0,2.0,11.797727913667659,5.0,148526.9321,405559.56200913293,700000.0,0.0,0.0,1.0,700000.0,1100000.0,400000.0,1100000.0,2.0,100.0,400000.0,300000.0,1.0,4.0,Bajo
4806462.0,1.0,1.0,1,1.0,3.0,2.0,11.797727913667659,5.0,148526.9321,405559.56200913293,400000.0,0.0,0.0,1.0,400000.0,1100000.0,400000.0,1100000.0,2.0,100.0,400000.0,300000.0,1.0,4.0,Bajo
4806462.0,1.0,5.0,1,1.0,3.0,,11.797727913667659,5.0,148526.9321,405559.56200913293,0.0,0.0,0.0,0.0,0.0,1100000.0,400000.0,1100000.0,2.0,100.0,400000.0,300000.0,1.0,4.0,Bajo
4806462.0,1.0,4.0,1,1.0,4.0,,11.797727913667659,5.0,148526.9321,405559.56200913293,0.0,0.0,0.0,0.0,0.0,1100000.0,400000.0,1100000.0,2.0,100.0,400000.0,300000.0,1.0,4.0,Bajo
4806724.0,1.0,1.0,1,1.0,5.0,1.0,14.90298377886686,2.0,152747.0183,326948.3496754,3220833.2,700000.0,0.0,0.0,0.0,4099075.25,1200000.0,0.0,0.0,0.0,1900000.0,2999537.5,0.0,5.0,Medio
4806724.0,1.0,2.0,1,1.0,5.0,3.0,14.90298377886686,2.0,152747.0183,326948.3496754,878242.0,700000.0,1200000.0,0.0,0.0,4099075.25,1200000.0,0.0,0.0,0.0,1900000.0,2999537.5,0.0,5.0,Medio
4806747.0,1.0,5.0,1,1.0,4.0,,16.410400993477072,5.0,152747.0183,326948.3496754,0.0,0.0,0.0,0.0,0.0,1200000.0,130000.0,1200000.0,2.0,100.0,130000.0,266000.0,1.0,4.0,Bajo
4806747.0,1.0,4.0,1,1.0,4.0,,16.410400993477072,5.0,152747.0183,326948.3496754,0.0,0.0,0.0,0.0,0.0,1200000.0,130000.0,1200000.0,2.0,100.0,130000.0,266000.0,1.0,4.0,Bajo
4806747.0,1.0,2.0,1,1.0,3.0,2.0,16.410400993477072,5.0,152747.0183,326948.3496754,300000.0,0.0,130000.0,1.0,300000.0,1200000.0,130000.0,1200000.0,2.0,100.0,130000.0,266000.0,1.0,4.0,Bajo
4806747.0,1.0,1.0,1,1.0,4.0,2.0,16.410400993477072,5.0,152747.0183,326948.3496754,900000.0,0.0,0.0,1.0,900000.0,1200000.0,130000.0,1200000.0,2.0,100.0,130000.0,266000.0,1.0,4.0,Bajo
4806747.0,1.0,3.0,1,1.0,4.0,,16.410400993477072,5.0,152747.0183,326948.3496754,0.0,0.0,0.0,0.0,0.0,1200000.0,130000.0,1200000.0,2.0,100.0,130000.0,266000.0,1.0,4.0,Bajo
4806807.0,1.0,2.0,1,1.0,5.0,2.0,15.515079998722257,2.0,152747.0183,326948.3496754,800000.0,0.0,0.0,1.0,800000.0,1800000.0,0.0,1800000.0,2.0,100.0,0.0,900000.0,0.0,5.0,Medio
4806807.0,1.0,1.0,1,1.0,5.0,2.0,15.515079998722257,2.0,152747.0183,326948.3496754,1000000.0,0.0,0.0,1.0,1000000.0,1800000.0,0.0,1800000.0,2.0,100.0,0.0,900000.0,0.0,5.0,Medio
4806907.0,1.0,1.0,1,1.0,3.0,2.0,32.29266061589965,7.0,161934.7661,371482.502094093,300000.0,500000.0,0.0,1.0,300000.0,1470000.0,35000.0,1470000.0,4.0,100.0,535000.0,286428.56,1.0,5.0,Medio
4806907.0,1.0,5.0,1,1.0,3.0,2.0,32.29266061589965,7.0,161934.7661,371482.502094093,870000.0,500000.0,0.0,1.0,870000.0,1470000.0,35000.0,1470000.0,4.0,100.0,535000.0,286428.56,1.0,5.0,Medio
4806907.0,1.0,2.0,1,1.0,3.0,2.0,32.29266061589965,7.0,161934.7661,371482.502094093,300000.0,500000.0,0.0,1.0,300000.0,1470000.0,35000.0,1470000.0,4.0,100.0,535000.0,286428.56,1.0,5.0,Medio
4806907.0,1.0,3.0,1,1.0,5.0,2.0,32.29266061589965,7.0,161934.7661,371482.502094093,0.0,500000.0,35000.0,1.0,0.0,1470000.0,35000.0,1470000.0,4.0,100.0,535000.0,286428.56,1.0,5.0,Medio
4806907.0,1.0,4.0,1,1.0,,,32.29266061589965,7.0,161934.7661,371482.502094093,0.0,500000.0,0.0,0.0,0.0,1470000.0,35000.0,1470000.0,4.0,100.0,535000.0,286428.56,1.0,5.0,Medio
4806907.0,1.0,6.0,1,1.0,5.0,,32.29266061589965,7.0,161934.7661,371482.502094093,0.0,500000.0,0.0,0.0,0.0,1470000.0,35000.0,1470000.0,4.0,100.0,535000.0,286428.56,1.0,5.0,Medio
4806907.0,1.0,7.0,1,1.0,4.0,,32.29266061589965,7.0,161934.7661,371482.502094093,0.0,500000.0,0.0,0.0,0.0,1470000.0,35000.0,1470000.0,4.0,100.0,535000.0,286428.56,1.0,5.0,Medio
4807246.0,1.0,1.0,1,1.0,5.0,,23.626980312511325,4.0,129888.9717,313184.643897501,0.0,0.0,400000.0,0.0,0.0,280000.0,400000.0,280000.0,1.0,100.0,400000.0,170000.0,1.0,5.0,Medio
4807246.0,1.0,2.0,1,1.0,3.0,,23.626980312511325,4.0,129888.9717,313184.643897501,0.0,0.0,0.0,0.0,0.0,280000.0,400000.0,280000.0,1.0,100.0,400000.0,170000.0,1.0,5.0,Medio
4807246.0,1.0,4.0,1,1.0,4.0,,23.626980312511325,4.0,129888.9717,313184.643897501,0.0,0.0,0.0,0.0,0.0,280000.0,400000.0,280000.0,1.0,100.0,400000.0,170000.0,1.0,5.0,Medio
4807246.0,1.0,3.0,1,1.0,5.0,2.0,23.626980312511325,4.0,129888.9717,313184.643897501,280000.0,0.0,0.0,1.0,280000.0,280000.0,400000.0,280000.0,1.0,100.0,400000.0,170000.0,1.0,5.0,Medio
4807344.0,1.0,2.0,1,1.0,3.0,,9.168903373849966,2.0,151210.6,388408.195134073,0.0,0.0,0.0,0.0,0.0,2182000.0,0.0,0.0,0.0,0.0,0.0,1091000.0,0.0,4.0,Bajo
4807344.0,1.0,1.0,1,1.0,4.0,1.0,9.168903373849966,2.0,151210.6,388408.195134073,2182000.0,0.0,0.0,0.0,0.0,2182000.0,0.0,0.0,0.0,0.0,0.0,1091000.0,0.0,4.0,Bajo
4807725.0,1.0,2.0,1,1.0,5.0,1.0,6.321619585388323,12.0,125958.9891,305078.530635358,878897.25,400000.0,0.0,0.0,0.0,2698405.5,95833.3359375,820000.0,2.0,30.388317,495833.34,266186.56,1.0,5.0,Medio
4807725.0,1.0,12.0,1,1.0,,,6.321619585388323,12.0,125958.9891,305078.530635358,0.0,400000.0,0.0,0.0,0.0,2698405.5,95833.3359375,820000.0,2.0,30.388317,495833.34,266186.56,1.0,5.0,Medio
4807725.0,1.0,5.0,1,1.0,3.0,,6.321619585388323,12.0,125958.9891,305078.530635358,0.0,400000.0,0.0,0.0,0.0,2698405.5,95833.3359375,820000.0,2.0,30.388317,495833.34,266186.56,1.0,5.0,Medio
4807725.0,1.0,4.0,1,1.0,5.0,,6.321619585388323,12.0,125958.9891,305078.530635358,0.0,400000.0,0.0,0.0,0.0,2698405.5,95833.3359375,820000.0,2.0,30.388317,495833.34,266186.56,1.0,5.0,Medio
4807725.0,1.0,8.0,1,1.0,,,6.321619585388323,12.0,125958.9891,305078.530635358,0.0,400000.0,0.0,0.0,0.0,2698405.5,95833.3359375,820000.0,2.0,30.388317,495833.34,266186.56,1.0,5.0,Medio
4807725.0,1.0,6.0,1,1.0,5.0,1.0,6.321619585388323,12.0,125958.9891,305078.530635358,999508.25,400000.0,0.0,0.0,0.0,2698405.5,95833.3359375,820000.0,2.0,30.388317,495833.34,266186.56,1.0,5.0,Medio
4807725.0,1.0,9.0,1,1.0,5.0,,6.321619585388323,12.0,125958.9891,305078.530635358,0.0,400000.0,95833.336,0.0,0.0,2698405.5,95833.3359375,820000.0,2.0,30.388317,495833.34,266186.56,1.0,5.0,Medio
4807725.0,1.0,10.0,1,1.0,3.0,,6.321619585388323,12.0,125958.9891,305078.530635358,0.0,400000.0,0.0,0.0,0.0,2698405.5,95833.3359375,820000.0,2.0,30.388317,495833.34,266186.56,1.0,5.0,Medio
4807725.0,1.0,7.0,1,1.0,3.0,,6.321619585388323,12.0,125958.9891,305078.530635358,0.0,400000.0,0.0,0.0,0.0,2698405.5,95833.3359375,820000.0,2.0,30.388317,495833.34,266186.56,1.0,5.0,Medio
4807725.0,1.0,1.0,1,1.0,3.0,2.0,6.321619585388323,12.0,125958.9891,305078.530635358,160000.0,400000.0,0.0,1.0,160000.0,2698405.5,95833.3359375,820000.0,2.0,30.388317,495833.34,266186.56,1.0,5.0,Medio
4807725.0,1.0,3.0,1,1.0,4.0,2.0,6.321619585388323,12.0,125958.9891,305078.530635358,660000.0,400000.0,0.0,1.0,660000.0,2698405.5,95833.3359375,820000.0,2.0,30.388317,495833.34,266186.56,1.0,5.0,Medio
4807725.0,1.0,11.0,1,1.0,1.0,,6.321619585388323,12.0,125958.9891,305078.530635358,0.0,400000.0,0.0,0.0,0.0,2698405.5,95833.3359375,820000.0,2.0,30.388317,495833.34,266186.56,1.0,5.0,Medio
4807766.0,1.0,3.0,1,1.0,4.0,,5.527419403524437,3.0,125958.9891,305078.530635358,0.0,0.0,0.0,0.0,0.0,400000.0,1281242.0,400000.0,1.0,100.0,1281242.0,560414.0,0.0,6.0,Alto
4807766.0,1.0,1.0,1,1.0,3.0,2.0,5.527419403524437,3.0,125958.9891,305078.530635358,400000.0,0.0,500000.0,1.0,400000.0,400000.0,1281242.0,400000.0,1.0,100.0,1281242.0,560414.0,0.0,6.0,Alto
4807766.0,1.0,2.0,1,1.0,6.0,,5.527419403524437,3.0,125958.9891,305078.530635358,0.0,0.0,781242.0,0.0,0.0,400000.0,1281242.0,400000.0,1.0,100.0,1281242.0,560414.0,0.0,6.0,Alto
4807939.0,1.0,3.0,1,1.0,5.0,2.0,25.60269637569371,6.0,137812.8539,379028.750669963,700000.0,350000.0,0.0,1.0,700000.0,1783100.0,62500.0,750000.0,2.0,42.061577,412500.0,365933.34,1.0,6.0,Alto
4807939.0,1.0,1.0,1,1.0,5.0,1.0,25.60269637569371,6.0,137812.8539,379028.750669963,1033100.0,350000.0,0.0,0.0,0.0,1783100.0,62500.0,750000.0,2.0,42.061577,412500.0,365933.34,1.0,6.0,Alto
4807939.0,1.0,2.0,1,1.0,5.0,2.0,25.60269637569371,6.0,137812.8539,379028.750669963,50000.0,350000.0,0.0,1.0,50000.0,1783100.0,62500.0,750000.0,2.0,42.061577,412500.0,365933.34,1.0,6.0,Alto
4807939.0,1.0,4.0,1,1.0,1.0,,25.60269637569371,6.0,137812.8539,379028.750669963,0.0,350000.0,0.0,0.0,0.0,1783100.0,62500.0,750000.0,2.0,42.061577,412500.0,365933.34,1.0,6.0,Alto
4807939.0,1.0,6.0,1,1.0,6.0,,25.60269637569371,6.0,137812.8539,379028.750669963,0.0,350000.0,0.0,0.0,0.0,1783100.0,62500.0,750000.0,2.0,42.061577,412500.0,365933.34,1.0,6.0,Alto
4807939.0,1.0,5.0,1,1.0,1.0,,25.60269637569371,6.0,137812.8539,379028.750669963,0.0,350000.0,62500.0,0.0,0.0,1783100.0,62500.0,750000.0,2.0,42.061577,412500.0,365933.34,1.0,6.0,Alto
4807943.0,1.0,1.0,1,1.0,3.0,,26.277117953132787,5.0,137812.8539,379028.750669963,0.0,400000.0,820000.0,0.0,0.0,1822342.0,820000.0,0.0,0.0,0.0,1220000.0,608468.4,0.0,6.0,Alto
4807943.0,1.0,2.0,1,1.0,6.0,1.0,26.277117953132787,5.0,137812.8539,379028.750669963,934242.0,400000.0,0.0,0.0,0.0,1822342.0,820000.0,0.0,0.0,0.0,1220000.0,608468.4,0.0,6.0,Alto
4807943.0,1.0,3.0,1,1.0,5.0,1.0,26.277117953132787,5.0,137812.8539,379028.750669963,888100.0,400000.0,0.0,0.0,0.0,1822342.0,820000.0,0.0,0.0,0.0,1220000.0,608468.4,0.0,6.0,Alto
4807943.0,1.0,4.0,1,1.0,5.0,,26.277117953132787,5.0,137812.8539,379028.750669963,0.0,400000.0,0.0,0.0,0.0,1822342.0,820000.0,0.0,0.0,0.0,1220000.0,608468.4,0.0,6.0,Alto
4807943.0,1.0,5.0,1,1.0,4.0,,26.277117953132787,5.0,137812.8539,379028.750669963,0.0,400000.0,0.0,0.0,0.0,1822342.0,820000.0,0.0,0.0,0.0,1220000.0,608468.4,0.0,6.0,Alto
4808069.0,1.0,2.0,1,1.0,5.0,1.0,61.47995637659191,4.0,141999.7779,343161.166286841,886119.7,400000.0,0.0,0.0,0.0,1851906.0,0.0,0.0,0.0,0.0,400000.0,562976.5,0.0,5.0,Medio
4808069.0,1.0,1.0,1,1.0,3.0,,61.47995637659191,4.0,141999.7779,343161.166286841,0.0,400000.0,0.0,0.0,0.0,1851906.0,0.0,0.0,0.0,0.0,400000.0,562976.5,0.0,5.0,Medio
4808069.0,1.0,3.0,1,1.0,4.0,,61.47995637659191,4.0,141999.7779,343161.166286841,0.0,400000.0,0.0,0.0,0.0,1851906.0,0.0,0.0,0.0,0.0,400000.0,562976.5,0.0,5.0,Medio
4808069.0,1.0,4.0,1,1.0,4.0,1.0,61.47995637659191,4.0,141999.7779,343161.166286841,965786.3,400000.0,0.0,0.0,0.0,1851906.0,0.0,0.0,0.0,0.0,400000.0,562976.5,0.0,5.0,Medio
4808079.0,1.0,2.0,1,1.0,4.0,2.0,53.8331686433894,3.0,141999.7779,343161.166286841,700000.0,500000.0,0.0,1.0,700000.0,700000.0,600000.0,700000.0,1.0,100.0,1100000.0,600000.0,0.0,5.0,Medio
4808079.0,1.0,1.0,1,1.0,3.0,,53.8331686433894,3.0,141999.7779,343161.166286841,0.0,500000.0,600000.0,0.0,0.0,700000.0,600000.0,700000.0,1.0,100.0,1100000.0,600000.0,0.0,5.0,Medio
4808079.0,1.0,3.0,1,1.0,5.0,,53.8331686433894,3.0,141999.7779,343161.166286841,0.0,500000.0,0.0,0.0,0.0,700000.0,600000.0,700000.0,1.0,100.0,1100000.0,600000.0,0.0,5.0,Medio
4808079.0,2.0,2.0,1,1.0,4.0,,53.8331686433894,3.0,141999.7779,343161.166286841,0.0,100000.0,0.0,0.0,0.0,2138088.6875,0.0,0.0,0.0,0.0,100000.0,746029.56,0.0,5.0,Medio
4808079.0,2.0,3.0,1,1.0,5.0,1.0,53.8331686433894,3.0,141999.7779,343161.166286841,1113211.0,100000.0,0.0,0.0,0.0,2138088.6875,0.0,0.0,0.0,0.0,100000.0,746029.56,0.0,5.0,Medio
4808079.0,2.0,1.0,1,1.0,4.0,1.0,53.8331686433894,3.0,141999.7779,343161.166286841,1024877.7,100000.0,0.0,0.0,0.0,2138088.6875,0.0,0.0,0.0,0.0,100000.0,746029.56,0.0,5.0,Medio
4808090.0,1.0,1.0,1,1.0,6.0,,60.95599136547651,2.0,141999.7779,343161.166286841,0.0,450000.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,530000.0,265000.0,1.0,6.0,Alto
4808090.0,1.0,2.0,1,1.0,4.0,,60.95599136547651,2.0,141999.7779,343161.166286841,0.0,450000.0,80000.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,530000.0,265000.0,1.0,6.0,Alto
4808547.0,1.0,4.0,1,1.0,4.0,,77.12599861746108,4.0,139923.6438,403378.075839062,0.0,800000.0,400000.0,0.0,0.0,946119.6875,575000.0,0.0,0.0,0.0,1375000.0,580279.94,0.0,6.0,Alto
4808547.0,1.0,3.0,1,1.0,6.0,,77.12599861746108,4.0,139923.6438,403378.075839062,0.0,800000.0,0.0,0.0,0.0,946119.6875,575000.0,0.0,0.0,0.0,1375000.0,580279.94,0.0,6.0,Alto
4808547.0,1.0,1.0,1,1.0,3.0,,77.12599861746108,4.0,139923.6438,403378.075839062,0.0,800000.0,75000.0,0.0,0.0,946119.6875,575000.0,0.0,0.0,0.0,1375000.0,580279.94,0.0,6.0,Alto
4808547.0,1.0,2.0,1,1.0,5.0,1.0,77.12599861746108,4.0,139923.6438,403378.075839062,946119.7,800000.0,100000.0,0.0,0.0,946119.6875,575000.0,0.0,0.0,0.0,1375000.0,580279.94,0.0,6.0,Alto
4808653.0,1.0,2.0,1,1.0,6.0,1.0,7.740733887355219,3.0,168976.6891,430671.725781873,1659044.4,500000.0,0.0,0.0,0.0,2459044.375,166666.671875,800000.0,1.0,32.532963,666666.7,1041903.7,0.0,6.0,Alto
4808653.0,1.0,1.0,1,1.0,5.0,,7.740733887355219,3.0,168976.6891,430671.725781873,0.0,500000.0,166666.67,0.0,0.0,2459044.375,166666.671875,800000.0,1.0,32.532963,666666.7,1041903.7,0.0,6.0,Alto
4808653.0,1.0,3.0,1,1.0,6.0,2.0,7.740733887355219,3.0,168976.6891,430671.725781873,800000.0,500000.0,0.0,1.0,800000.0,2459044.375,166666.671875,800000.0,1.0,32.532963,666666.7,1041903.7,0.0,6.0,Alto
4808861.0,1.0,3.0,1,1.0,4.0,,12.037814406932284,6.0,127844.8615,276740.693485756,0.0,0.0,0.0,0.0,0.0,1420000.0,0.0,1420000.0,3.0,100.0,0.0,236666.67,1.0,4.0,Bajo
4808861.0,1.0,4.0,1,1.0,4.0,2.0,12.037814406932284,6.0,127844.8615,276740.693485756,300000.0,0.0,0.0,1.0,300000.0,1420000.0,0.0,1420000.0,3.0,100.0,0.0,236666.67,1.0,4.0,Bajo
4808861.0,1.0,1.0,1,1.0,3.0,2.0,12.037814406932284,6.0,127844.8615,276740.693485756,720000.0,0.0,0.0,1.0,720000.0,1420000.0,0.0,1420000.0,3.0,100.0,0.0,236666.67,1.0,4.0,Bajo
4808861.0,1.0,6.0,1,1.0,,,12.037814406932284,6.0,127844.8615,276740.693485756,0.0,0.0,0.0,0.0,0.0,1420000.0,0.0,1420000.0,3.0,100.0,0.0,236666.67,1.0,4.0,Bajo
4808861.0,1.0,5.0,1,1.0,4.0,,12.037814406932284,6.0,127844.8615,276740.693485756,0.0,0.0,0.0,0.0,0.0,1420000.0,0.0,1420000.0,3.0,100.0,0.0,236666.67,1.0,4.0,Bajo
4808861.0,1.0,2.0,1,1.0,3.0,2.0,12.037814406932284,6.0,127844.8615,276740.693485756,400000.0,0.0,0.0,1.0,400000.0,1420000.0,0.0,1420000.0,3.0,100.0,0.0,236666.67,1.0,4.0,Bajo
